"","y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
"7161",1,0.996124065160334,-17.6284063873449,4.51188169355858,-0.176880152663611,-5.0972081581087,-1.36120146367643,-2.54002444760149,-2.08979342121512,-1.86687398008474,-1.23447655902698,-1.18265526373018,-1.38271804076407,-0.742682963427938,-1.69022426773566,0.207762211026267,0.505285319803551,29.0984558206298,0.401512694875676,0.440914220536972,0.553916177968308
"11152",1,-1.03682591684992,-1.9897766435717,-0.10720431406405,-0.143140472016947,0.87419510076515,1.86307864940217,-0.325661685070104,-1.01787635007087,-0.457400480147791,-0.792971802416874,-0.924770780037323,-0.315592068598505,0.388729609719886,0.813150158395603,0.240077178580145,0.888923232833501,0.622279247590686,0.778180804120433,0.560468336966607,0.524894846036025
"6483",1,-0.784941846951423,-0.108149717338776,0.796328347712704,1.0650105126907,1.81710467187173,-0.388834048343682,0.140514188885109,0.482556114760992,0.773713936136911,-0.41845953012981,-0.20142619847486,0.733801365571234,-0.0564696634256197,-0.383071315536736,-0.929100255281093,-0.123528233005725,0.135283538070525,1.12133203843395,1.02288088084693,1.28195094038079
"14491",1,0.776764884061838,-0.500309297414209,0.0691381158207789,-0.357440340812564,0.130599603808647,0.150612796781045,1.14080927909014,0.937597996547905,-0.615725295631245,0.376313107776018,0.230298615242273,-0.35821899982805,-0.610095728182428,-0.189924611576017,0.479542657906064,0.860085121237851,0.310735141435433,-0.946088091547753,-0.739671922723334,-1.41947105228001
"3022",1,0.411453543823863,-0.36588339521434,0.211281689119248,1.49592914939155,0.683072433778777,-0.340071978586107,2.05962082280824,1.88614625342125,-0.897894883746171,0.203408779491188,1.44311257264613,-0.348732962377678,0.802155747200736,0.226703420560998,0.44514074555291,-0.155745172287609,-0.210017381166044,-0.601767056623419,0.0176559471969647,-0.482563846351036
"3431",1,-0.0115942621283425,1.05545251640107,2.13827708340662,2.7659983434098,1.84739535796428,0.322336023524998,-0.182117101824571,-0.739759293868828,-0.532323873282461,-0.437592616320747,-0.700741346317583,-0.0249195505235584,0.247128065390591,-0.17548614286077,0.190071599742319,-0.0693580992069807,1.81078612561931,-0.0308732910239539,-0.194710774707148,-0.543001916656088
"1780",1,1.13881239653939,-0.0210889001934693,-0.669324714668049,-1.23841070012871,-1.67827414868708,-2.06814326444577,-1.14708301771842,-1.82919739922366,-2.85075183333677,-1.2618305317982,0.719443581195035,-0.682204918296546,-0.0505984189929982,0.447228705693738,-0.461716587854332,-0.637089839507803,1.28230029572089,0.632259725776481,1.35054791538245,-0.104755149928656
"5732",1,-2.04946163629744,-0.352634891568614,0.522251088074546,1.07507147993297,0.322207515135349,-0.746762929752653,-1.2075644549196,-1.7407366647755,-2.25176869705974,-0.721768464701555,0.423496113143562,1.0363544669489,0.965525469586832,-0.679799423914955,0.915262844391101,-0.161710573944216,0.840906687993122,0.121604367260223,0.16865614914467,-0.663895554773507
"14432",1,2.10755794258893,1.10495578146871,2.411831656517,1.90431576756398,2.53344807817167,1.18367675463756,1.14394412763999,1.593558127837,1.85740380849748,0.90433372507984,2.02212474182909,1.22823033233284,0.727417597270654,0.882213445535135,2.02574284113005,1.74263964337823,0.532487529339515,0.760043129041346,0.765752981338478,0.975769452141894
"14916",1,-1.35777763040064,-1.10125609768706,0.752394860127225,-1.02705361043309,-0.477662564804068,0.239283028229413,0.654287306594234,-0.328613745563965,-0.439329451217251,0.298413825231339,1.86226999338662,1.95590066621216,0.453241091145726,-0.910752408072857,-1.77928007820186,-1.65200977454881,-1.30898619462987,-1.25081826993978,-0.120564723354038,-1.49667075477216
